,Age,CompFreq,CompTotal,ConvertedComp,Country,Gender,YearsCode
47430,30.0,Yearly,43050.0,55646.0,United Kingdom,Man,17
47431,52.0,Monthly,5000000.0,75264.0,Chile,Man,35
47432,52.0,Yearly,58000.0,37056.0,New Zealand,Man,43
47434,28.0,Monthly,20000.0,3888.0,Argentina,Man,8
47436,45.0,Yearly,62000.0,62000.0,United States,Man,16
47437,45.0,Yearly,154000.0,102887.0,Australia,Man,33
47444,35.0,Monthly,4500.0,58368.0,Portugal,Man,5
47447,29.0,Weekly,1000.0,33400.0,Australia,Man,17
47448,52.0,Yearly,180000.0,120257.0,Australia,Man,40
47449,26.0,Yearly,45000.0,34034.0,Canada,"Non-binary, genderqueer, or gender non-conforming",8
47450,31.0,Yearly,113000.0,75495.0,Australia,Man,15
47451,50.0,Yearly,90000.0,90000.0,United States,"Non-binary, genderqueer, or gender non-conforming",43
47452,38.0,Yearly,105000.0,105000.0,United States,Man,18
47455,35.0,Yearly,140000.0,93533.0,Australia,Man,15
47456,27.0,Yearly,85000.0,56788.0,Japan,Man,9
47457,43.0,Yearly,80000.0,80000.0,Japan,Man,15
47460,30.0,Yearly,70000.0,70000.0,United States,Man,6
47463,38.0,Yearly,120000.0,76668.0,New Zealand,Man,20
47464,27.0,Monthly,2000000.0,76968.0,Hungary,Man,17
47467,28.0,Yearly,110000.0,110000.0,United States,Woman,9
47470,35.0,Yearly,250000.0,250000.0,United States,Man,18
47471,49.0,Yearly,160500.0,107229.0,Australia,Man,25
47473,24.0,Monthly,2000000.0,20124.0,South Korea,Man,10
47474,25.0,Monthly,300000.0,32376.0,Japan,Man,9
47475,22.0,Yearly,85000.0,85000.0,United States,Man,5
47477,40.0,Yearly,120000.0,76668.0,New Zealand,Man,18
47478,25.0,Yearly,75000.0,75000.0,United States,Man,7
47482,29.0,Monthly,80000.0,11304.0,Bangladesh,Man,8
47483,38.0,Yearly,200000.0,143431.0,Singapore,Man,20
47484,36.0,Monthly,10000.0,86064.0,Singapore,Man,20
47485,24.0,Yearly,550000.0,7679.0,India,Man,8
47486,34.0,Yearly,108000.0,108000.0,United States,"Man;Non-binary, genderqueer, or gender non-conforming",3
47487,46.0,Yearly,115000.0,115000.0,United States,Man,30
47488,38.0,Yearly,108000.0,108000.0,United States,Man,14
47494,48.0,Yearly,219000.0,219000.0,United States,Man,28
47495,26.0,Yearly,130000.0,86853.0,Australia,Woman,12
47496,39.0,Yearly,151000.0,151000.0,United States,Man,22
47499,38.0,Yearly,100000.0,100000.0,United States,Man,25
47503,25.0,Yearly,90000.0,90000.0,United States,Man,14
47506,38.0,Monthly,300000.0,94572.0,Uruguay,Man,20
47508,24.0,Yearly,30000.0,30000.0,United States,Man,9
47510,34.0,Yearly,80000.0,60505.0,Canada,Man,18
47512,28.0,Yearly,97302.0,65007.0,Australia,Man,13
47514,36.0,Yearly,120000.0,120000.0,United States,Man,19
47516,49.0,Yearly,160000.0,160000.0,United States,Man,38
47517,33.0,Yearly,115000.0,116896.0,Singapore,Man,9
47519,45.0,Yearly,115000.0,115000.0,United States,Man,34
47521,37.0,Yearly,70000.0,70000.0,United States,Man,19
47522,35.0,Yearly,120000.0,120000.0,United States,Man,20
47523,41.0,Yearly,115000.0,76831.0,Australia,Man,20
47524,57.0,Yearly,18000.0,12026.0,Australia,Man,40
47526,49.0,Yearly,155000.0,155000.0,United States,Man,38
47527,32.0,Monthly,100000.0,16752.0,India,Man,10
47528,29.0,Monthly,900000.0,13548.0,Chile,Man,8
47533,39.0,Monthly,10500.0,28860.0,Brazil,Man,20
47534,45.0,Weekly,2000.0,100000.0,United States,Man,36
47539,22.0,Monthly,3500.0,10092.0,Malaysia,Man,7
47540,39.0,Yearly,5600.0,4235.0,Canada,Man,25
47542,22.0,Yearly,120000.0,120000.0,United States,Man,12
47543,30.0,Yearly,200000.0,200000.0,United States,Man,20
47545,27.0,Yearly,105000.0,79413.0,Canada,Woman,10
47546,35.0,Yearly,125000.0,94539.0,Canada,Man,16
47547,33.0,Yearly,1568000.0,51966.0,Taiwan,Man,15
47548,51.0,Yearly,120000.0,120000.0,United States,Man,35
47549,42.0,Yearly,230000.0,173952.0,Canada,Man,15
47553,30.0,Yearly,100000.0,100000.0,United States,Man,4
47554,35.0,Yearly,24000.0,15334.0,New Zealand,Man,17
47555,32.0,Yearly,169000.0,121199.0,Singapore,Man,18
47556,21.0,Yearly,172000.0,172000.0,United States,Man,6
47558,21.0,Monthly,17000.0,2844.0,India,Man,7
47560,36.0,Monthly,187500.0,72072.0,Thailand,Man,16
47561,35.0,Yearly,136000.0,136000.0,United States,Man,23
47563,37.0,Monthly,1800000.0,6360.0,Colombia,Man,15
47564,30.0,Yearly,102000.0,77144.0,Canada,Man,12
47565,30.0,Monthly,30000.0,5028.0,India,Man,12
47566,29.0,Monthly,10000.0,28824.0,Malaysia,Man,13
47568,45.0,Monthly,20000.0,31464.0,Guatemala,Man,Less than 1 year
47569,24.0,Yearly,225000.0,225000.0,United States,Man,15
47570,36.0,Yearly,170000.0,170000.0,United States,Woman,22
47577,36.0,Yearly,86000000.0,72100.0,Republic of Korea,Man,15
47582,37.0,Monthly,300.0,3888.0,Spain,Man,18
47584,38.0,Monthly,2000.0,25944.0,Slovakia,Man,23
47586,56.0,Yearly,145000.0,145000.0,United States,Man,32
47587,43.0,Monthly,100000.0,122736.0,Sweden,Man,30
47588,37.0,Yearly,60000.0,64859.0,United Arab Emirates,Man,20
47589,40.0,Monthly,150000.0,25128.0,India,Man,18
47590,24.0,Yearly,180000.0,2513.0,India,Man,5
47591,34.0,Yearly,90000.0,60129.0,Australia,Man,17
47592,22.0,Monthly,5500000.0,4836.0,Indonesia,Man,7
47593,39.0,Yearly,100000.0,100000.0,United States,Man,25
47594,36.0,Yearly,2400000.0,33508.0,India,Man,16
47596,24.0,Monthly,40000.0,6696.0,India,Man,
47598,30.0,Yearly,110000.0,83194.0,Canada,Woman,12
47599,24.0,Yearly,1550000.0,21641.0,India,Man,11
47605,31.0,Yearly,136000.0,136000.0,United States,Woman,8
47607,32.0,Monthly,4000.0,32064.0,Australia,Man,16
47608,45.0,Yearly,109925.0,73440.0,Australia,Woman,23
47609,29.0,Yearly,36000000.0,30182.0,South Korea,Man,4
47610,29.0,Monthly,1600000.0,268068.0,India,Man,9
47612,19.0,Weekly,1500.0,47900.0,New Zealand,"Man;Non-binary, genderqueer, or gender non-conforming",5
47615,38.0,Yearly,60000.0,64859.0,Finland,Man,23
47617,25.0,Monthly,120000.0,9336.0,Pakistan,Woman,6
47618,26.0,Yearly,1000000.0,13962.0,India,Man,5
47619,38.0,Yearly,140000.0,93533.0,Australia,Man,27
47622,26.0,Monthly,60000.0,10056.0,India,Woman,5
47628,30.0,Monthly,100000.0,18876.0,Russian Federation,Man,12
47630,24.0,Yearly,720000.0,23862.0,Taiwan,Man,3
47634,22.0,Yearly,58000.0,58000.0,United States,Man,4
47635,33.0,Yearly,60000.0,60000.0,United States,Man,8
47636,28.0,Yearly,70000.0,70000.0,United States,Man,17
47637,40.0,Yearly,110000.0,110000.0,United States,Man,7
47641,33.0,Yearly,2500000.0,34904.0,India,Man,19
47642,34.0,Monthly,48000.0,83364.0,Denmark,Man,22
47646,31.0,Yearly,3300000.0,46074.0,India,Man,10
47647,34.0,Yearly,104000.0,69482.0,Australia,Man,16
47650,34.0,Monthly,3600.0,46704.0,Germany,Man,10
47651,28.0,Monthly,35000.0,42960.0,Sweden,Man,7
47655,35.0,Yearly,139500.0,139500.0,United States,Man,27
47656,26.0,Monthly,110000.0,7260.0,Sri Lanka,Man,10
47657,45.0,Monthly,85000.0,147624.0,Denmark,Man,35
47658,27.0,Yearly,199184.0,199184.0,United States,"Man;Non-binary, genderqueer, or gender non-conforming",21
47659,24.0,Monthly,17865.0,2988.0,India,Man,9
47660,52.0,Monthly,55000.0,67500.0,Sweden,Man,40
47669,33.0,Yearly,160000.0,106895.0,Australia,Man,10
47671,25.0,Monthly,900000.0,34632.0,Hungary,Man,9
47673,45.0,Monthly,55000.0,67500.0,Sweden,Man,30
47679,29.0,Monthly,11000.0,33408.0,Poland,Man,10
47680,21.0,Monthly,18000.0,3012.0,India,Man,5
47682,20.0,Yearly,39000.0,42158.0,Germany,Man,8
47686,23.0,Yearly,700000.0,9773.0,India,Man,2
47690,30.0,Monthly,4400.0,57072.0,Finland,Woman,10
47691,28.0,Monthly,4250.0,12252.0,Malaysia,Man,8
47692,32.0,Yearly,65000.0,70264.0,Austria,Man,12
47693,32.0,Monthly,30000.0,984.0,Nigeria,Man,11
47696,23.0,Yearly,85000.0,56788.0,Australia,Man,12
47697,24.0,Monthly,6500.0,12816.0,Turkey,Man,6
47698,23.0,Monthly,900.0,3816.0,Georgia,Man,5
47700,38.0,Yearly,44000.0,47563.0,Spain,Man,10
47703,25.0,Yearly,160000.0,160000.0,United States,Man,8
47704,49.0,Yearly,165000.0,165000.0,United States,Man,38
47707,35.0,Monthly,1800.0,9804.0,Belarus,Man,18
47709,29.0,Monthly,4000.0,51888.0,Germany,Man,9
47710,37.0,Yearly,36000.0,46533.0,United Kingdom,Man,20
47712,35.0,Monthly,15000.0,29580.0,Turkey,Man,16
47713,35.0,Monthly,240000.0,18672.0,Pakistan,Man,20
47716,37.0,Monthly,348000.0,27084.0,Pakistan,Man,20
47718,40.0,Monthly,100000.0,122736.0,Sweden,Man,21
47720,26.0,Monthly,1200000.0,9924.0,Myanmar,Man,8
47721,41.0,Monthly,62000.0,10392.0,India,Man,20
47722,42.0,Monthly,3500.0,45396.0,Italy,Man,38
47726,26.0,Monthly,600.0,7788.0,Germany,Man,6
47729,27.0,Yearly,1800000.0,4939.0,Nigeria,Man,6
47731,28.0,Monthly,19000.0,37476.0,Turkey,Man,10
47732,30.0,Monthly,125000.0,20940.0,India,Man,11
47733,34.0,Monthly,14000.0,27612.0,Turkey,Man,19
47735,33.0,Yearly,62000.0,67021.0,Germany,Man,12
47736,32.0,Monthly,15000.0,52536.0,Israel,Man,4
47737,29.0,Monthly,20000.0,39444.0,Turkey,Man,11
47738,23.0,Monthly,115000.0,21708.0,Russian Federation,Man,10
47739,25.0,Yearly,42000.0,45401.0,Germany,Woman,5
47740,24.0,Monthly,10000.0,30372.0,Poland,Man,8
47743,50.0,Monthly,3500.0,45396.0,Netherlands,Woman,30
47745,52.0,Yearly,185000.0,185000.0,United States,Man,34
47746,31.0,Yearly,44000.0,47563.0,France,Man,15
47749,22.0,Monthly,50000000.0,14256.0,Iran,Man,4
47752,32.0,Yearly,960000.0,98185.0,Sweden,Man,18
47755,27.0,Monthly,4000.0,11532.0,Malaysia,Woman,7
47758,32.0,Yearly,27000.0,34900.0,United Kingdom,Man,15
47761,28.0,Yearly,11200.0,12107.0,Greece,Man,10
47762,29.0,Yearly,86000.0,86000.0,United States,Woman,12
47763,32.0,Monthly,150000.0,28308.0,Russian Federation,Man,15
47765,21.0,Yearly,9100.0,9837.0,Greece,Man,4
47766,34.0,Yearly,50000.0,54049.0,Germany,Man,19
47768,27.0,Monthly,20000.0,2820.0,Bangladesh,Man,10
47769,28.0,Monthly,40000.0,69468.0,Denmark,Man,7
47770,36.0,Monthly,3120.0,40476.0,Finland,Man,28
47771,38.0,Yearly,80000.0,103408.0,United Kingdom,Man,24
47773,27.0,Monthly,990.0,11880.0,Sri Lanka,Man,7
47774,28.0,Yearly,75000.0,96945.0,United Kingdom,Man,20
47775,37.0,Monthly,120000.0,22644.0,Russian Federation,Man,21
47776,48.0,Monthly,6000.0,77832.0,Finland,Man,40
47777,28.0,Monthly,50000.0,86844.0,Denmark,Man,15
47778,32.0,Yearly,450000.0,64301.0,China,Man,14
47779,26.0,Yearly,20000.0,21620.0,Greece,Man,9
47780,35.0,Monthly,5009.0,64980.0,Germany,"Non-binary, genderqueer, or gender non-conforming",19
47781,31.0,Monthly,37600.0,30108.0,South Africa,Man,23
47783,23.0,Monthly,600000.0,100524.0,India,Man,6
47785,34.0,Yearly,78000.0,43098.0,Bulgaria,Man,20
47786,27.0,Monthly,110000.0,8556.0,Pakistan,Man,7
47787,24.0,Monthly,500.0,1440.0,Malaysia,Man,6
47789,41.0,Yearly,70000.0,75669.0,Belgium,Man,17
47790,32.0,Yearly,150000.0,152473.0,Switzerland,Man,20
47791,35.0,Monthly,2850.0,24528.0,Malaysia,Man,11
47793,36.0,Monthly,750.0,9732.0,Greece,Man,12
47795,35.0,Monthly,40000.0,140088.0,Israel,Man,24
47796,38.0,Monthly,26544.0,72036.0,Romania,Man,20
47799,32.0,Monthly,8000.0,97584.0,Switzerland,Man,20
47800,33.0,Yearly,91000.0,92500.0,Switzerland,Man,22
47801,23.0,Yearly,34000.0,36753.0,France,Man,7
47803,28.0,Monthly,10000.0,19728.0,Turkey,Man,10
47804,35.0,Monthly,30000.0,24012.0,South Africa,Woman,11
47805,31.0,Yearly,28000.0,30267.0,Spain,Man,12
47806,34.0,Monthly,4500.0,19080.0,Georgia,Man,5
47809,28.0,Yearly,1000000.0,13962.0,India,Man,5
47814,22.0,Monthly,4500.0,54000.0,Ukraine,Man,10
47815,29.0,Monthly,4000.0,51888.0,Estonia,Man,17
47816,28.0,Yearly,50000.0,54049.0,Germany,Man,4
47819,36.0,Monthly,23000.0,40056.0,Croatia,Man,15
47821,39.0,Monthly,4500.0,58368.0,Romania,Man,29
47824,28.0,Yearly,680000.0,198460.0,Israel,Man,6
47825,22.0,Yearly,750000.0,10471.0,India,Man,6
47828,33.0,Yearly,196000.0,196000.0,United States,Man,20
47830,27.0,Monthly,25000.0,87552.0,Israel,Man,8
47831,26.0,Yearly,80000.0,86478.0,Netherlands,Man,16
47832,38.0,Monthly,4200.0,54480.0,Netherlands,Man,22
47835,25.0,Monthly,15000.0,26124.0,Croatia,Man,10
47836,35.0,Monthly,120000.0,22644.0,Russian Federation,Man,15
47838,46.0,Monthly,4200.0,54480.0,Spain,Man,32
47839,28.0,Yearly,130000.0,140527.0,Spain,Man,15
47840,32.0,Yearly,65000.0,70264.0,France,Man,20
47842,26.0,Yearly,50000.0,54049.0,Germany,Man,11
47845,29.0,Yearly,55000.0,59454.0,Belgium,Man,17
47849,47.0,Monthly,14500.0,39348.0,Romania,Man,26
47851,37.0,Yearly,45000.0,48644.0,Serbia,Man,26
47853,44.0,Monthly,2000.0,25944.0,Spain,Man,33
47854,32.0,Monthly,1650.0,21408.0,Serbia,Man,18
47855,36.0,Monthly,400000.0,75492.0,Russian Federation,Man,20
47856,34.0,Monthly,500000.0,19248.0,Hungary,Man,15
47857,22.0,Monthly,8000.0,24300.0,Poland,Man,14
47858,37.0,Yearly,32500.0,35132.0,Netherlands,Man,25
47861,24.0,Monthly,15000.0,26124.0,Croatia,Man,6
47863,25.0,Yearly,160000.0,172957.0,Germany,Man,10
47865,26.0,Monthly,10000.0,17412.0,Croatia,Man,8
47866,34.0,Yearly,46000.0,49725.0,Germany,Man,17
47867,23.0,Monthly,40000.0,69468.0,Denmark,Man,7
47868,37.0,Monthly,34000.0,41724.0,Sweden,Man,14
47869,42.0,Yearly,40000.0,43239.0,Italy,Man,17
47870,27.0,Monthly,15000.0,26052.0,Denmark,Man,11
47871,36.0,Monthly,22067.0,59892.0,Romania,Man,20
47872,33.0,Yearly,44000.0,47563.0,Spain,Man,15
47874,25.0,Yearly,30000.0,32429.0,Spain,Man,9
47875,29.0,Yearly,48300.0,52211.0,Germany,Man,14
47876,30.0,Yearly,43000.0,46482.0,France,Man,12
47877,27.0,Yearly,45000.0,48644.0,France,Man,11
47878,28.0,Yearly,105000.0,67084.0,New Zealand,Man,15
47880,37.0,Monthly,3000.0,38916.0,Spain,Man,22
47881,30.0,Yearly,35000.0,37834.0,France,Man,3
47882,43.0,Monthly,37000.0,479952.0,Italy,Man,22
47883,43.0,Monthly,60000.0,31176.0,Czech Republic,Man,33
47884,31.0,Monthly,7000.0,21264.0,Poland,Man,17
47889,25.0,Yearly,40000.0,43239.0,France,Man,11
47892,45.0,Yearly,70000.0,75669.0,Serbia,Man,27
47893,22.0,Yearly,30000.0,32429.0,Netherlands,Man,7
47894,24.0,Monthly,17500.0,30480.0,Croatia,Man,10
47897,30.0,Yearly,70980.0,76728.0,France,Man,20
47898,36.0,Yearly,125000.0,83512.0,Australia,Man,23
47899,26.0,Yearly,80000.0,51112.0,New Zealand,Man,7
47903,23.0,Monthly,1500.0,19452.0,France,"Non-binary, genderqueer, or gender non-conforming",7
47905,24.0,Monthly,3500.0,45396.0,Germany,Man,6
47906,25.0,Yearly,32000.0,34591.0,France,Man,7
47907,30.0,Monthly,3760.0,48768.0,Finland,Man,17
47909,51.0,Monthly,4000.0,51888.0,Slovakia,Man,33
47911,29.0,Yearly,450000.0,65129.0,Denmark,Woman,15
47914,32.0,Yearly,32000.0,34591.0,France,Man,15
47915,30.0,Monthly,4100.0,53184.0,France,Man,14
47916,29.0,Yearly,150000.0,37969.0,Poland,Man,13
47918,31.0,Monthly,35000.0,42960.0,Sweden,Man,12
47921,34.0,Monthly,7000.0,56124.0,Australia,Man,16
47923,31.0,Monthly,5000.0,64860.0,Latvia,Man,13
47924,25.0,Yearly,29250.0,31619.0,Netherlands,Man,9
47925,41.0,Monthly,6500.0,84312.0,Netherlands,Man,25
47930,32.0,Yearly,41552.0,44917.0,Austria,Woman,12
47931,46.0,Yearly,77000.0,83236.0,Austria,Man,34
47932,27.0,Monthly,30000.0,5028.0,India,"Non-binary, genderqueer, or gender non-conforming",3
47934,60.0,Yearly,800000.0,86316.0,Norway,Man,40
47935,32.0,Yearly,50000.0,54049.0,France,,13
47936,20.0,Monthly,2500.0,32424.0,Netherlands,,5
47937,26.0,Monthly,1970.0,25560.0,France,"Man;Non-binary, genderqueer, or gender non-conforming",15
47938,34.0,Yearly,75000.0,96945.0,United Kingdom,Man,20
47939,39.0,Yearly,70000.0,75669.0,Spain,Man,13
47943,25.0,Yearly,21500.0,27791.0,United Kingdom,Man,12
47944,34.0,Monthly,39000.0,47868.0,Sweden,Man,17
47946,46.0,Monthly,115000.0,92064.0,South Africa,Man,21
47947,31.0,Yearly,57000.0,61616.0,France,Man,18
47950,43.0,Yearly,90000.0,97288.0,Spain,Man,15
47951,23.0,Yearly,29000.0,37485.0,United Kingdom,Woman,2
47953,29.0,Monthly,930000.0,35796.0,Hungary,Man,18
47955,30.0,Yearly,70000.0,90482.0,United Kingdom,Man,10
47956,36.0,Yearly,78000.0,84316.0,Germany,Man,26
47957,33.0,Yearly,195000.0,44668.0,Portugal,Man,16
47958,38.0,Yearly,85000.0,91883.0,Belgium,Man,22
47959,30.0,Monthly,350000.0,13464.0,Hungary,Man,6
47960,27.0,Yearly,99000.0,66142.0,Australia,Man,15
47961,25.0,Yearly,42000.0,54289.0,United Kingdom,Man,3
47962,22.0,Monthly,30000.0,465336.0,United Kingdom,Man,8
47963,26.0,Monthly,3000000.0,23808.0,Lebanon,Woman,8
47964,30.0,Yearly,45000.0,58167.0,United Kingdom,Woman,9
47965,45.0,Yearly,62300.0,67345.0,Portugal,Man,27
47966,35.0,Yearly,80000.0,103408.0,United Kingdom,Man,21
47967,24.0,Monthly,27000.0,46896.0,Denmark,Man,6
47968,40.0,Yearly,50000.0,64630.0,United Kingdom,Man,25
47969,42.0,Monthly,500000.0,19248.0,Hungary,Man,32
47971,25.0,Yearly,31000.0,40070.0,United Kingdom,Man,7
47972,42.0,Monthly,18000.0,48852.0,Romania,Man,20
47973,40.0,Monthly,1200.0,15564.0,Slovakia,Man,29
47974,47.0,Monthly,1868.0,28980.0,United Kingdom,Man,15
47976,40.0,Monthly,550000.0,21168.0,Hungary,Man,33
47977,28.0,Monthly,6400.0,19440.0,Poland,Man,13
47978,27.0,Yearly,49000.0,52968.0,France,Man,9
47979,27.0,Yearly,36000.0,46533.0,United Kingdom,Man,12
47981,32.0,Yearly,70200.0,75885.0,Austria,Man,14
47983,34.0,Monthly,1100.0,14268.0,Spain,Man,25
47985,47.0,Yearly,490000.0,32691.0,South Africa,Man,15
47986,43.0,Yearly,52000.0,67215.0,United Kingdom,Man,30
47987,28.0,Monthly,6100000.0,11220.0,Paraguay,Man,12
47988,34.0,Monthly,27150.0,47148.0,Denmark,Man,22
47989,28.0,Monthly,380000.0,14628.0,Hungary,Man,15
47993,33.0,Yearly,40000.0,43239.0,Spain,Man,14
47994,28.0,Yearly,51000.0,65922.0,United Kingdom,Man,14
47995,38.0,Weekly,4000.0,216200.0,Germany,Man,28
47996,32.0,Monthly,4000.0,51888.0,Belgium,Man,4
47998,32.0,Yearly,92000.0,99450.0,Netherlands,Man,10
47999,25.0,Monthly,15500.0,42072.0,Romania,Woman,9
48001,24.0,Monthly,30000.0,36816.0,Sweden,Man,14
48002,27.0,Yearly,50000.0,64630.0,United Kingdom,Man,13
48003,23.0,Yearly,32000.0,41363.0,United Kingdom,Man,6
48004,35.0,Yearly,1350000.0,18848.0,India,Man,12
48005,35.0,Yearly,80000.0,20250.0,Poland,Man,15
48007,31.0,Monthly,41000.0,50316.0,Sweden,Man,16
48010,32.0,Yearly,42000.0,54289.0,United Kingdom,Man,10
48011,38.0,Yearly,42500.0,54935.0,United Kingdom,Man,30
48012,45.0,Monthly,134000.0,65580.0,Ukraine,Man,24
48013,24.0,Yearly,300000.0,4189.0,India,Man,2
48014,54.0,Yearly,750000.0,76707.0,Sweden,Man,35
48016,24.0,Yearly,25000.0,32315.0,United Kingdom,Man,9
48019,40.0,Monthly,25000.0,79980.0,Saudi Arabia,Man,15
48020,36.0,Monthly,7000.0,21264.0,Poland,Woman,3
48021,49.0,Monthly,5800.0,75240.0,Austria,Man,33
48022,28.0,Monthly,1700.0,20400.0,Ukraine,Woman,8
48023,23.0,Yearly,32000.0,34591.0,Ireland,Man,6
48024,30.0,Yearly,34000.0,43948.0,United Kingdom,Man,24
48026,57.0,Monthly,55000.0,44028.0,South Africa,Man,40
48027,30.0,Yearly,60000.0,64859.0,Germany,"Man;Non-binary, genderqueer, or gender non-conforming",12
48028,32.0,Yearly,45000.0,58167.0,United Kingdom,Man,4
48031,43.0,Monthly,52000000.0,26904.0,Viet Nam,Man,21
48033,42.0,Monthly,120000.0,62352.0,Czech Republic,Man,22
48038,43.0,Yearly,115000.0,148648.0,United Kingdom,,27
48040,35.0,Weekly,1400.0,90500.0,United Kingdom,Woman,12
48041,30.0,Monthly,21500.0,333492.0,United Kingdom,Man,Less than 1 year
48042,32.0,Yearly,54624.0,59047.0,Austria,Man,17
48046,33.0,Weekly,100000.0,45900.0,Serbia,Man,15
48047,33.0,Yearly,31500.0,34051.0,Italy,Man,18
48049,20.0,Yearly,15000.0,19389.0,United Kingdom,Woman,8
48050,46.0,Yearly,15000.0,19389.0,United Kingdom,Man,36
48052,35.0,Yearly,70000.0,70000.0,United States,Man,27
48053,22.0,Monthly,800.0,9600.0,Ukraine,Man,7
48054,26.0,Monthly,47732.0,7992.0,India,Man,9
48055,28.0,Yearly,600000.0,8377.0,India,Man,10
48056,22.0,Monthly,1000.0,12972.0,Austria,Man,8
48060,27.0,Monthly,52800.0,27432.0,Czech Republic,,12
48066,45.0,Yearly,45000.0,48644.0,Spain,Man,27
48067,38.0,Yearly,62000.0,67021.0,Portugal,Man,21
48068,51.0,Yearly,110000.0,73491.0,Australia,Man,38
48072,49.0,Yearly,55000.0,71093.0,United Kingdom,Man,30
48076,40.0,Monthly,4000.0,51888.0,Italy,Woman,17
48079,31.0,Monthly,36200.0,44424.0,Sweden,Man,13
48080,31.0,Yearly,56000.0,60535.0,Spain,Man,13
48081,32.0,Yearly,70000.0,90482.0,United Kingdom,Man,17
48082,30.0,Monthly,2000.0,24000.0,Argentina,Man,17
48083,49.0,Yearly,2000000.0,66283.0,Taiwan,Man,34
48086,45.0,Monthly,1800.0,23352.0,Italy,Woman,25
48090,24.0,Yearly,800000.0,11169.0,India,Man,7
48091,44.0,Yearly,850000.0,91711.0,Norway,Man,13
48092,45.0,Yearly,59000.0,76263.0,United Kingdom,Man,37
48094,28.0,Yearly,305000.0,4258.0,India,Man,1
48095,33.0,Yearly,60565.0,65470.0,Netherlands,Man,23
48096,38.0,Weekly,2000.0,108100.0,Estonia,Man,19
48099,53.0,Yearly,142000.0,183548.0,United Kingdom,Man,40
48101,28.0,Yearly,1200000.0,16754.0,India,Man,5
48106,29.0,Monthly,3300.0,42804.0,Latvia,Man,14
48108,26.0,Yearly,25000.0,32315.0,United Kingdom,Woman,6
48109,33.0,Monthly,125000.0,20940.0,India,Man,20
48114,24.0,Monthly,3400.0,44100.0,Germany,Man,9
48115,53.0,Yearly,150000.0,100214.0,Australia,Man,40
48118,28.0,Monthly,12000.0,32568.0,Romania,Man,13
48119,38.0,Monthly,3000.0,38916.0,Republic of Moldova,Man,28
48122,28.0,Yearly,1155000.0,16126.0,India,Man,4
48123,38.0,Monthly,3000.0,38916.0,Belgium,Man,17
48125,31.0,Yearly,62466.0,67525.0,Germany,Man,11
48126,30.0,Yearly,64000.0,82726.0,United Kingdom,Man,13
48127,25.0,Yearly,30000.0,38778.0,United Kingdom,Man,5
48128,35.0,Yearly,32000.0,41363.0,United Kingdom,Man,19
48129,35.0,Yearly,95000.0,122796.0,United Kingdom,Man,16
48130,35.0,Yearly,80000.0,86478.0,Italy,Man,18
48133,25.0,Monthly,1900.0,24648.0,Italy,Man,12
48136,34.0,Monthly,109000.0,18264.0,India,Man,11
48137,35.0,Yearly,25000.0,32315.0,United Kingdom,"Man;Non-binary, genderqueer, or gender non-conforming",4
48138,42.0,Monthly,3750.0,48648.0,Germany,Man,30
48139,25.0,Yearly,44000.0,56874.0,United Kingdom,Man,3
48140,41.0,Yearly,120000.0,80172.0,Australia,Woman,28
48141,32.0,Yearly,51000.0,55130.0,France,Woman,14
48143,26.0,Monthly,4000.0,51888.0,Belgium,Woman,6
48147,27.0,Yearly,1080000.0,16986.0,Russian Federation,Man,3
48150,26.0,Monthly,3300.0,42804.0,Austria,Woman,7
48153,28.0,Monthly,19000.0,57708.0,Poland,Man,9
48154,31.0,Monthly,8500.0,25824.0,Poland,Man,3
48157,29.0,Monthly,25000.0,4188.0,India,Man,12
48159,29.0,Yearly,69000.0,74588.0,Netherlands,Woman,16
48161,29.0,Yearly,70000.0,75669.0,Germany,Man,8
48162,30.0,Yearly,45000.0,48644.0,France,Man,17
48164,47.0,Yearly,120000.0,129718.0,Belgium,Man,30
48167,25.0,Monthly,27400.0,33624.0,Sweden,Man,10
48170,36.0,Yearly,178000.0,134624.0,Canada,Woman,21
48171,29.0,Monthly,11400.0,34632.0,Poland,Man,12
48172,25.0,Monthly,50000.0,8376.0,India,Man,11
48174,29.0,Yearly,120000.0,155111.0,United Kingdom,Man,13
48176,24.0,Yearly,140000.0,151337.0,Germany,Man,16
48178,22.0,Monthly,3300.0,42804.0,Germany,Man,5
48179,30.0,Monthly,2300.0,29832.0,Finland,Man,12
48181,36.0,Yearly,70000.0,90482.0,United Kingdom,Man,27
48182,29.0,Yearly,25000.0,27025.0,Spain,Man,11
48184,44.0,Yearly,985000.0,106277.0,Norway,Man,28
48186,36.0,Yearly,58000.0,62697.0,Germany,Man,15
48188,32.0,Yearly,54000.0,58373.0,Malta,Man,15
48192,26.0,Yearly,16000.0,20682.0,United Kingdom,Man,4
48197,40.0,Yearly,800000.0,11169.0,India,Man,7
48198,34.0,Monthly,2500.0,32424.0,France,Man,18
48201,31.0,Monthly,36000.0,466980.0,Spain,Man,10
48204,44.0,Monthly,35000.0,42960.0,Sweden,Man,35
48206,25.0,Monthly,700.0,8400.0,Viet Nam,Man,5
48210,24.0,Yearly,40000.0,51704.0,United Kingdom,Man,5
48211,36.0,Monthly,12600.0,38268.0,Poland,Man,19
48213,38.0,Monthly,2200.0,28536.0,Slovenia,Man,20
